model,prompt_lang,adj_lang,intervention_lang,measure_lang,ablation_method,amplification_method,mean_baseline_target_minus_base,stdev_baseline_target_minus_base,mean_intervened_target_minus_base,stdev_intervened_target_minus_base,n
qwen3-4b,de,de,de,fr,desc,desc,-10.839122596153846,4.827238997958469,-9.188581730769231,4.658483425770263,130
qwen3-4b,de,de,de,fr,desc,freq,-10.839122596153846,4.827238997958469,-7.6915865384615385,4.171822400921098,130
qwen3-4b,de,de,de,fr,desc,val,-10.839122596153846,4.827238997958469,-2.8829326923076923,3.3231243059650653,130
qwen3-4b,de,de,de,fr,freq,desc,-10.839122596153846,4.827238997958469,-6.312740384615385,4.947663186316979,130
qwen3-4b,de,de,de,fr,freq,freq,-10.839122596153846,4.827238997958469,-6.3322115384615385,4.9419169639470875,130
qwen3-4b,de,de,de,fr,freq,val,-10.839122596153846,4.827238997958469,-1.1771634615384616,4.242486141128362,130
qwen3-4b,de,de,de,fr,val,desc,-10.839122596153846,4.827238997958469,-9.601442307692308,4.808469461915194,130
qwen3-4b,de,de,de,fr,val,freq,-10.839122596153846,4.827238997958469,-8.548197115384616,4.776559401417024,130
qwen3-4b,de,de,de,fr,val,val,-10.839122596153846,4.827238997958469,-9.734104567307693,4.751360214092886,130
qwen3-4b,de,de,de,ja,desc,desc,-16.447433229476687,4.985014667416093,-15.580950055803571,4.955728639831966,126
qwen3-4b,de,de,de,ja,desc,freq,-16.447433229476687,4.985014667416093,-13.375641353546627,4.58323577681791,126
qwen3-4b,de,de,de,ja,desc,val,-16.447433229476687,4.985014667416093,-5.525421626984127,4.460364831511379,126
qwen3-4b,de,de,de,ja,freq,desc,-16.447433229476687,4.985014667416093,-12.819473993210565,5.353783574177047,126
qwen3-4b,de,de,de,ja,freq,freq,-16.447433229476687,4.985014667416093,-12.831801157149057,5.350983599133333,126
qwen3-4b,de,de,de,ja,freq,val,-16.447433229476687,4.985014667416093,-3.7495039682539684,5.468313174163869,126
qwen3-4b,de,de,de,ja,val,desc,-16.447433229476687,4.985014667416093,-15.636676122271826,4.895687268016315,126
qwen3-4b,de,de,de,ja,val,freq,-16.447433229476687,4.985014667416093,-14.553687686011905,4.949207947625786,126
qwen3-4b,de,de,de,ja,val,val,-16.447433229476687,4.985014667416093,-15.748969184027779,4.861702638662371,126
qwen3-4b,de,de,de,ko,desc,desc,-19.879626295301648,4.5112975321356465,-18.421578414351853,4.621031118521931,135
qwen3-4b,de,de,de,ko,desc,freq,-19.879626295301648,4.5112975321356465,-16.85746708622685,4.381021524510437,135
qwen3-4b,de,de,de,ko,desc,val,-19.879626295301648,4.5112975321356465,-10.00474537037037,3.451109699744162,135
qwen3-4b,de,de,de,ko,freq,desc,-19.879626295301648,4.5112975321356465,-15.614344618055556,5.066714064314455,135
qwen3-4b,de,de,de,ko,freq,freq,-19.879626295301648,4.5112975321356465,-15.630340350115741,5.062673766725768,135
qwen3-4b,de,de,de,ko,freq,val,-19.879626295301648,4.5112975321356465,-8.246527777777779,4.301882541195559,135
qwen3-4b,de,de,de,ko,val,desc,-19.879626295301648,4.5112975321356465,-17.913630280671295,4.58406759207965,135
qwen3-4b,de,de,de,ko,val,freq,-19.879626295301648,4.5112975321356465,-17.31639720775463,4.801728686341448,135
qwen3-4b,de,de,de,ko,val,val,-19.879626295301648,4.5112975321356465,-18.07024558738426,4.50058868768385,135
qwen3-4b,de,de,de,zh,desc,desc,-13.761282928719009,4.395665937765643,-13.254777892561984,4.402280161417422,121
qwen3-4b,de,de,de,zh,desc,freq,-13.761282928719009,4.395665937765643,-11.661221590909092,4.270067536462453,121
qwen3-4b,de,de,de,zh,desc,val,-13.761282928719009,4.395665937765643,-3.1171229338842976,3.3604535114475045,121
qwen3-4b,de,de,de,zh,freq,desc,-13.761282928719009,4.395665937765643,-10.632033671229339,4.71733804701488,121
qwen3-4b,de,de,de,zh,freq,freq,-13.761282928719009,4.395665937765643,-10.641125387396695,4.703990338946805,121
qwen3-4b,de,de,de,zh,freq,val,-13.761282928719009,4.395665937765643,-0.6350723140495868,4.206080928677106,121
qwen3-4b,de,de,de,zh,val,desc,-13.761282928719009,4.395665937765643,-13.372853176652892,4.426429108309428,121
qwen3-4b,de,de,de,zh,val,freq,-13.761282928719009,4.395665937765643,-12.521248305139462,4.699359017140227,121
qwen3-4b,de,de,de,zh,val,val,-13.761282928719009,4.395665937765643,-13.413586324896695,4.39388840443474,121
qwen3-4b,de,de,en,de,freq,freq,-0.9148185483870968,2.4697655325786134,-0.9148185483870968,2.4697655325786134,124
qwen3-4b,de,de,en,de,freq,val,-0.9148185483870968,2.4697655325786134,-0.22026209677419356,1.1895298149885891,124
qwen3-4b,de,de,en,de,val,freq,-0.9148185483870968,2.4697655325786134,-0.9753024193548387,2.6379594269599336,124
qwen3-4b,de,de,en,de,val,val,-0.9148185483870968,2.4697655325786134,-0.9884072580645161,2.674978712298045,124
qwen3-4b,de,de,en,en,freq,freq,-7.694212147887324,5.024641944610602,-7.694212147887324,5.024641944610602,142
qwen3-4b,de,de,en,en,freq,val,-7.694212147887324,5.024641944610602,1.7475792253521127,3.0780360063449765,142
qwen3-4b,de,de,en,en,val,freq,-7.694212147887324,5.024641944610602,-7.855551276408451,5.130814277519248,142
qwen3-4b,de,de,en,en,val,val,-7.694212147887324,5.024641944610602,-7.928477112676056,5.124267255104196,142
qwen3-4b,de,de,en,es,freq,freq,-11.31988393660072,5.738885358058307,-11.31988393660072,5.738885358058307,139
qwen3-4b,de,de,en,es,freq,val,-11.31988393660072,5.738885358058307,-2.6117356115107913,2.8126207160518346,139
qwen3-4b,de,de,en,es,val,freq,-11.31988393660072,5.738885358058307,-11.463410521582734,5.688544799739711,139
qwen3-4b,de,de,en,es,val,val,-11.31988393660072,5.738885358058307,-11.520251377023381,5.673723952544918,139
qwen3-4b,de,de,en,fr,freq,freq,-10.839122596153846,4.827238997958469,-10.839122596153846,4.827238997958469,130
qwen3-4b,de,de,en,fr,freq,val,-10.839122596153846,4.827238997958469,-2.127644230769231,2.7762550266028834,130
qwen3-4b,de,de,en,fr,val,freq,-10.839122596153846,4.827238997958469,-11.10531475360577,4.910755850981314,130
qwen3-4b,de,de,en,fr,val,val,-10.839122596153846,4.827238997958469,-11.1787109375,4.898224201696635,130
qwen3-4b,de,de,en,ja,freq,freq,-16.447433229476687,4.985014667416093,-16.44842529296875,4.983583086076837,126
qwen3-4b,de,de,en,ja,freq,val,-16.447433229476687,4.985014667416093,1.0843253968253967,3.9510110846807103,126
qwen3-4b,de,de,en,ja,val,freq,-16.447433229476687,4.985014667416093,-16.27527836390904,4.8664798521463615,126
qwen3-4b,de,de,en,ja,val,val,-16.447433229476687,4.985014667416093,-16.569246806795636,4.87763983021153,126
qwen3-4b,de,de,en,ko,freq,freq,-19.879626295301648,4.5112975321356465,-19.880552221227575,4.512152587757881,135
qwen3-4b,de,de,en,ko,freq,val,-19.879626295301648,4.5112975321356465,-3.091203703703704,2.668089974865675,135
qwen3-4b,de,de,en,ko,val,freq,-19.879626295301648,4.5112975321356465,-19.39760109230324,4.398429080057718,135
qwen3-4b,de,de,en,ko,val,val,-19.879626295301648,4.5112975321356465,-19.690467664930555,4.392829115544069,135
qwen3-4b,de,de,en,zh,freq,freq,-13.761282928719009,4.395665937765643,-13.762315986570249,4.3946114347645135,121
qwen3-4b,de,de,en,zh,freq,val,-13.761282928719009,4.395665937765643,4.047262396694215,3.1609703658863535,121
qwen3-4b,de,de,en,zh,val,freq,-13.761282928719009,4.395665937765643,-13.71447299925749,4.392472397813782,121
qwen3-4b,de,de,en,zh,val,val,-13.761282928719009,4.395665937765643,-14.00580287964876,4.387068537425631,121
qwen3-4b,de,de,es,de,desc,desc,-0.9148185483870968,2.4697655325786134,-0.9148185483870968,2.4697655325786134,124
qwen3-4b,de,de,es,de,desc,freq,-0.9148185483870968,2.4697655325786134,-0.7051411290322581,2.625142883304868,124
qwen3-4b,de,de,es,de,desc,val,-0.9148185483870968,2.4697655325786134,-0.4080141129032258,1.2880224688989852,124
qwen3-4b,de,de,es,de,freq,desc,-0.9148185483870968,2.4697655325786134,-0.9138104838709677,2.4693701976700915,124
qwen3-4b,de,de,es,de,freq,freq,-0.9148185483870968,2.4697655325786134,-0.9138104838709677,2.4693701976700915,124
qwen3-4b,de,de,es,de,freq,val,-0.9148185483870968,2.4697655325786134,-0.39264112903225806,1.3002735915366026,124
qwen3-4b,de,de,es,de,val,desc,-0.9148185483870968,2.4697655325786134,-0.9879032258064516,2.680141862885762,124
qwen3-4b,de,de,es,de,val,freq,-0.9148185483870968,2.4697655325786134,-0.8104838709677419,2.8607057327470584,124
qwen3-4b,de,de,es,de,val,val,-0.9148185483870968,2.4697655325786134,-0.9949596774193549,2.672415798027669,124
qwen3-4b,de,de,es,en,desc,desc,-7.694212147887324,5.024641944610602,-7.694212147887324,5.024641944610602,142
qwen3-4b,de,de,es,en,desc,freq,-7.694212147887324,5.024641944610602,-2.7613336267605635,4.819391949097441,142
qwen3-4b,de,de,es,en,desc,val,-7.694212147887324,5.024641944610602,0.601012323943662,2.835736032502847,142
qwen3-4b,de,de,es,en,freq,desc,-7.694212147887324,5.024641944610602,-7.693551936619718,5.032534831854663,142
qwen3-4b,de,de,es,en,freq,freq,-7.694212147887324,5.024641944610602,-7.693551936619718,5.032534831854663,142
qwen3-4b,de,de,es,en,freq,val,-7.694212147887324,5.024641944610602,-0.019806338028169015,2.8433261386079964,142
qwen3-4b,de,de,es,en,val,desc,-7.694212147887324,5.024641944610602,-7.26446963028169,5.076520899398407,142
qwen3-4b,de,de,es,en,val,freq,-7.694212147887324,5.024641944610602,-3.8134903169014085,4.996802714573335,142
qwen3-4b,de,de,es,en,val,val,-7.694212147887324,5.024641944610602,-7.370048415492958,5.001779786889422,142
qwen3-4b,de,de,es,es,desc,desc,-11.31988393660072,5.738885358058307,-11.31988393660072,5.738885358058307,139
qwen3-4b,de,de,es,es,desc,freq,-11.31988393660072,5.738885358058307,-1.23988309352518,4.506215539105419,139
qwen3-4b,de,de,es,es,desc,val,-11.31988393660072,5.738885358058307,-1.6695143884892085,2.963890422007582,139
qwen3-4b,de,de,es,es,freq,desc,-11.31988393660072,5.738885358058307,-11.332986735611511,5.7442154196023765,139
qwen3-4b,de,de,es,es,freq,freq,-11.31988393660072,5.738885358058307,-11.332986735611511,5.7442154196023765,139
qwen3-4b,de,de,es,es,freq,val,-11.31988393660072,5.738885358058307,-3.459757194244604,3.3522706616137046,139
qwen3-4b,de,de,es,es,val,desc,-11.31988393660072,5.738885358058307,-10.809795132643885,5.603188140244446,139
qwen3-4b,de,de,es,es,val,freq,-11.31988393660072,5.738885358058307,-3.335206834532374,4.656211709785959,139
qwen3-4b,de,de,es,es,val,val,-11.31988393660072,5.738885358058307,-11.598098864658274,5.685592922428455,139
qwen3-4b,de,de,es,fr,desc,desc,-10.839122596153846,4.827238997958469,-10.839122596153846,4.827238997958469,130
qwen3-4b,de,de,es,fr,desc,freq,-10.839122596153846,4.827238997958469,-3.600841346153846,4.794292671086532,130
qwen3-4b,de,de,es,fr,desc,val,-10.839122596153846,4.827238997958469,-2.0759615384615384,3.2310609717791157,130
qwen3-4b,de,de,es,fr,freq,desc,-10.839122596153846,4.827238997958469,-10.865985576923077,4.833859743400443,130
qwen3-4b,de,de,es,fr,freq,freq,-10.839122596153846,4.827238997958469,-10.865985576923077,4.833859743400443,130
qwen3-4b,de,de,es,fr,freq,val,-10.839122596153846,4.827238997958469,-3.216826923076923,3.135898519416043,130
qwen3-4b,de,de,es,fr,val,desc,-10.839122596153846,4.827238997958469,-10.597819636418269,4.890363428876497,130
qwen3-4b,de,de,es,fr,val,freq,-10.839122596153846,4.827238997958469,-5.1010216346153845,4.762983782923771,130
qwen3-4b,de,de,es,fr,val,val,-10.839122596153846,4.827238997958469,-11.155063100961538,4.959759956556153,130
qwen3-4b,de,de,es,ja,desc,desc,-16.447433229476687,4.985014667416093,-16.447433229476687,4.985014667416093,126
qwen3-4b,de,de,es,ja,desc,freq,-16.447433229476687,4.985014667416093,-11.115234375,5.576581867042231,126
qwen3-4b,de,de,es,ja,desc,val,-16.447433229476687,4.985014667416093,-4.2727554563492065,4.17206320032442,126
qwen3-4b,de,de,es,ja,freq,desc,-16.447433229476687,4.985014667416093,-16.445589701334637,4.992558962447676,126
qwen3-4b,de,de,es,ja,freq,freq,-16.447433229476687,4.985014667416093,-16.445589701334637,4.992558962447676,126
qwen3-4b,de,de,es,ja,freq,val,-16.447433229476687,4.985014667416093,-5.313306051587301,4.250722345480158,126
qwen3-4b,de,de,es,ja,val,desc,-16.447433229476687,4.985014667416093,-16.256603422619047,5.011792033121097,126
qwen3-4b,de,de,es,ja,val,freq,-16.447433229476687,4.985014667416093,-13.293964688740079,5.5103937513064,126
qwen3-4b,de,de,es,ja,val,val,-16.447433229476687,4.985014667416093,-16.213015601748513,4.934402859108811,126
qwen3-4b,de,de,es,ko,desc,desc,-19.879626295301648,4.5112975321356465,-19.879626295301648,4.5112975321356465,135
qwen3-4b,de,de,es,ko,desc,freq,-19.879626295301648,4.5112975321356465,-15.85230396412037,5.268244925749033,135
qwen3-4b,de,de,es,ko,desc,val,-19.879626295301648,4.5112975321356465,-9.12482638888889,3.5769508022266763,135
qwen3-4b,de,de,es,ko,freq,desc,-19.879626295301648,4.5112975321356465,-19.8929443359375,4.513563565611102,135
qwen3-4b,de,de,es,ko,freq,freq,-19.879626295301648,4.5112975321356465,-19.8929443359375,4.513563565611102,135
qwen3-4b,de,de,es,ko,freq,val,-19.879626295301648,4.5112975321356465,-9.802256944444444,3.3607279451198213,135
qwen3-4b,de,de,es,ko,val,desc,-19.879626295301648,4.5112975321356465,-19.179595269097224,4.429059717036953,135
qwen3-4b,de,de,es,ko,val,freq,-19.879626295301648,4.5112975321356465,-16.9253173828125,4.905664718439494,135
qwen3-4b,de,de,es,ko,val,val,-19.879626295301648,4.5112975321356465,-19.18447582103588,4.470596352961506,135
qwen3-4b,de,de,es,zh,desc,desc,-13.761282928719009,4.395665937765643,-13.761282928719009,4.395665937765643,121
qwen3-4b,de,de,es,zh,desc,freq,-13.761282928719009,4.395665937765643,-9.11512138429752,4.912928618012631,121
qwen3-4b,de,de,es,zh,desc,val,-13.761282928719009,4.395665937765643,-2.021177685950413,3.1956676780900732,121
qwen3-4b,de,de,es,zh,freq,desc,-13.761282928719009,4.395665937765643,-13.762412835743802,4.396988063675348,121
qwen3-4b,de,de,es,zh,freq,freq,-13.761282928719009,4.395665937765643,-13.762412835743802,4.396988063675348,121
qwen3-4b,de,de,es,zh,freq,val,-13.761282928719009,4.395665937765643,-2.9542871900826446,3.1076079603231332,121
qwen3-4b,de,de,es,zh,val,desc,-13.761282928719009,4.395665937765643,-13.667811370092975,4.435685443699657,121
qwen3-4b,de,de,es,zh,val,freq,-13.761282928719009,4.395665937765643,-11.44004645229371,4.850290998825627,121
qwen3-4b,de,de,es,zh,val,val,-13.761282928719009,4.395665937765643,-13.54078964359504,4.4213259671943455,121
qwen3-4b,de,de,fr,de,desc,desc,-0.9148185483870968,2.4697655325786134,-0.9148185483870968,2.470434097773462,124
qwen3-4b,de,de,fr,de,desc,freq,-0.9148185483870968,2.4697655325786134,-0.7368951612903226,2.112052169565957,124
qwen3-4b,de,de,fr,de,desc,val,-0.9148185483870968,2.4697655325786134,-0.43649193548387094,1.4218278742518293,124
qwen3-4b,de,de,fr,de,freq,desc,-0.9148185483870968,2.4697655325786134,-0.8976814516129032,2.421327349927477,124
qwen3-4b,de,de,fr,de,freq,freq,-0.9148185483870968,2.4697655325786134,-0.905241935483871,2.4294345384808587,124
qwen3-4b,de,de,fr,de,freq,val,-0.9148185483870968,2.4697655325786134,-0.4032258064516129,1.3225000105350464,124
qwen3-4b,de,de,fr,de,val,desc,-0.9148185483870968,2.4697655325786134,-0.9810987903225806,2.630697632831395,124
qwen3-4b,de,de,fr,de,val,freq,-0.9148185483870968,2.4697655325786134,-0.7915826612903226,2.2545147292380676,124
qwen3-4b,de,de,fr,de,val,val,-0.9148185483870968,2.4697655325786134,-0.9863911290322581,2.6517529541645968,124
qwen3-4b,de,de,fr,en,desc,desc,-7.694212147887324,5.024641944610602,-7.691681338028169,5.025231699709605,142
qwen3-4b,de,de,fr,en,desc,freq,-7.694212147887324,5.024641944610602,-5.246148767605634,4.837145243418362,142
qwen3-4b,de,de,fr,en,desc,val,-7.694212147887324,5.024641944610602,0.5484154929577465,2.9355673471618404,142
qwen3-4b,de,de,fr,en,freq,desc,-7.694212147887324,5.024641944610602,-7.527178697183099,4.980239820850213,142
qwen3-4b,de,de,fr,en,freq,freq,-7.694212147887324,5.024641944610602,-7.559088908450704,4.980047010529029,142
qwen3-4b,de,de,fr,en,freq,val,-7.694212147887324,5.024641944610602,0.4317781690140845,2.915714968810004,142
qwen3-4b,de,de,fr,en,val,desc,-7.694212147887324,5.024641944610602,-7.252090669014085,4.963257141093292,142
qwen3-4b,de,de,fr,en,val,freq,-7.694212147887324,5.024641944610602,-4.940498459507042,4.801548741461698,142
qwen3-4b,de,de,fr,en,val,val,-7.694212147887324,5.024641944610602,-7.392165492957746,5.01026218244796,142
qwen3-4b,de,de,fr,es,desc,desc,-11.31988393660072,5.738885358058307,-11.320558397032373,5.739733361193765,139
qwen3-4b,de,de,fr,es,desc,freq,-11.31988393660072,5.738885358058307,-7.04367131294964,5.254197137756245,139
qwen3-4b,de,de,fr,es,desc,val,-11.31988393660072,5.738885358058307,-3.0968974820143886,3.411224709123531,139
qwen3-4b,de,de,fr,es,freq,desc,-11.31988393660072,5.738885358058307,-11.169331722122303,5.743114455053937,139
qwen3-4b,de,de,fr,es,freq,freq,-11.31988393660072,5.738885358058307,-11.299137252697841,5.751470997838321,139
qwen3-4b,de,de,fr,es,freq,val,-11.31988393660072,5.738885358058307,-3.470773381294964,3.3813580925008657,139
qwen3-4b,de,de,fr,es,val,desc,-11.31988393660072,5.738885358058307,-11.217288669064748,5.579738560110295,139
qwen3-4b,de,de,fr,es,val,freq,-11.31988393660072,5.738885358058307,-7.586682216726619,5.427959665533928,139
qwen3-4b,de,de,fr,es,val,val,-11.31988393660072,5.738885358058307,-11.599012196492806,5.68311792945451,139
qwen3-4b,de,de,fr,fr,desc,desc,-10.839122596153846,4.827238997958469,-10.840564903846154,4.8287768008665966,130
qwen3-4b,de,de,fr,fr,desc,freq,-10.839122596153846,4.827238997958469,-5.616706730769231,4.404468940017993,130
qwen3-4b,de,de,fr,fr,desc,val,-10.839122596153846,4.827238997958469,-2.565144230769231,3.228417254754997,130
qwen3-4b,de,de,fr,fr,freq,desc,-10.839122596153846,4.827238997958469,-10.659254807692308,4.806456263244071,130
qwen3-4b,de,de,fr,fr,freq,freq,-10.839122596153846,4.827238997958469,-10.816646634615385,4.833577225210448,130
qwen3-4b,de,de,fr,fr,freq,val,-10.839122596153846,4.827238997958469,-3.1841346153846155,3.1520780484316835,130
qwen3-4b,de,de,fr,fr,val,desc,-10.839122596153846,4.827238997958469,-10.673061899038462,4.866599600384327,130
qwen3-4b,de,de,fr,fr,val,freq,-10.839122596153846,4.827238997958469,-6.246875,4.71988666426923,130
qwen3-4b,de,de,fr,fr,val,val,-10.839122596153846,4.827238997958469,-11.145755709134615,4.953083680329185,130
qwen3-4b,de,de,fr,ja,desc,desc,-16.447433229476687,4.985014667416093,-16.444054013206845,4.9850743069860455,126
qwen3-4b,de,de,fr,ja,desc,freq,-16.447433229476687,4.985014667416093,-13.62397693452381,5.242494796520618,126
qwen3-4b,de,de,fr,ja,desc,val,-16.447433229476687,4.985014667416093,-4.451264880952381,4.434211196385642,126
qwen3-4b,de,de,fr,ja,freq,desc,-16.447433229476687,4.985014667416093,-16.27191840277778,5.001858679426641,126
qwen3-4b,de,de,fr,ja,freq,freq,-16.447433229476687,4.985014667416093,-16.30995105561756,4.999264083196714,126
qwen3-4b,de,de,fr,ja,freq,val,-16.447433229476687,4.985014667416093,-4.596850198412699,4.3375345684146955,126
qwen3-4b,de,de,fr,ja,val,desc,-16.447433229476687,4.985014667416093,-15.928333100818453,5.009397434235038,126
qwen3-4b,de,de,fr,ja,val,freq,-16.447433229476687,4.985014667416093,-13.658056228879898,5.192187103040489,126
qwen3-4b,de,de,fr,ja,val,val,-16.447433229476687,4.985014667416093,-16.237077016679066,4.935404062825803,126
qwen3-4b,de,de,fr,ko,desc,desc,-19.879626295301648,4.5112975321356465,-19.879347172489872,4.509473002877771,135
qwen3-4b,de,de,fr,ko,desc,freq,-19.879626295301648,4.5112975321356465,-18.300113932291666,4.595556073395851,135
qwen3-4b,de,de,fr,ko,desc,val,-19.879626295301648,4.5112975321356465,-9.349768518518518,3.5146132381112887,135
qwen3-4b,de,de,fr,ko,freq,desc,-19.879626295301648,4.5112975321356465,-19.644185836226853,4.507998410077353,135
qwen3-4b,de,de,fr,ko,freq,freq,-19.879626295301648,4.5112975321356465,-19.761467375578704,4.512388263021619,135
qwen3-4b,de,de,fr,ko,freq,val,-19.879626295301648,4.5112975321356465,-9.171527777777778,3.345874478027895,135
qwen3-4b,de,de,fr,ko,val,desc,-19.879626295301648,4.5112975321356465,-18.805098017939816,4.478101913309265,135
qwen3-4b,de,de,fr,ko,val,freq,-19.879626295301648,4.5112975321356465,-17.56711629231771,4.488747991339529,135
qwen3-4b,de,de,fr,ko,val,val,-19.879626295301648,4.5112975321356465,-19.170999710648147,4.459343677955848,135
qwen3-4b,de,de,fr,zh,desc,desc,-13.761282928719009,4.395665937765643,-13.75766722623967,4.396837691652678,121
qwen3-4b,de,de,fr,zh,desc,freq,-13.761282928719009,4.395665937765643,-11.463520144628099,4.850500630662468,121
qwen3-4b,de,de,fr,zh,desc,val,-13.761282928719009,4.395665937765643,-1.9302685950413223,3.3307446662003644,121
qwen3-4b,de,de,fr,zh,freq,desc,-13.761282928719009,4.395665937765643,-13.52898211518595,4.363826882593553,121
qwen3-4b,de,de,fr,zh,freq,freq,-13.761282928719009,4.395665937765643,-13.559061854338843,4.379857874156705,121
qwen3-4b,de,de,fr,zh,freq,val,-13.761282928719009,4.395665937765643,-2.0111053719008263,3.22156495917746,121
qwen3-4b,de,de,fr,zh,val,desc,-13.761282928719009,4.395665937765643,-13.30851909542872,4.408792936652428,121
qwen3-4b,de,de,fr,zh,val,freq,-13.761282928719009,4.395665937765643,-11.639095590134298,4.882200302174527,121
qwen3-4b,de,de,fr,zh,val,val,-13.761282928719009,4.395665937765643,-13.56559917355372,4.41521037104507,121
qwen3-4b,de,de,ja,de,desc,desc,-0.9148185483870968,2.4697655325786134,-0.9148185483870968,2.4697655325786134,124
qwen3-4b,de,de,ja,de,desc,freq,-0.9148185483870968,2.4697655325786134,-0.3505748625724546,1.9371015530659017,124
qwen3-4b,de,de,ja,de,desc,val,-0.9148185483870968,2.4697655325786134,-0.34475806451612906,1.4438647948011414,124
qwen3-4b,de,de,ja,de,freq,desc,-0.9148185483870968,2.4697655325786134,-0.9369959677419355,2.5186612454825688,124
qwen3-4b,de,de,ja,de,freq,freq,-0.9148185483870968,2.4697655325786134,-0.9077620967741935,2.451491578033576,124
qwen3-4b,de,de,ja,de,freq,val,-0.9148185483870968,2.4697655325786134,-0.5801411290322581,1.799558869342598,124
qwen3-4b,de,de,ja,de,val,desc,-0.9148185483870968,2.4697655325786134,-0.967741935483871,2.613997507544074,124
qwen3-4b,de,de,ja,de,val,freq,-0.9148185483870968,2.4697655325786134,-0.5181766633064516,2.3571988823525785,124
qwen3-4b,de,de,ja,de,val,val,-0.9148185483870968,2.4697655325786134,-0.9768145161290323,2.6456849040763504,124
qwen3-4b,de,de,ja,en,desc,desc,-7.694212147887324,5.024641944610602,-7.694212147887324,5.024641944610602,142
qwen3-4b,de,de,ja,en,desc,freq,-7.694212147887324,5.024641944610602,0.6643650968309859,3.4851956802942867,142
qwen3-4b,de,de,ja,en,desc,val,-7.694212147887324,5.024641944610602,-0.4324383802816901,2.724527003354787,142
qwen3-4b,de,de,ja,en,freq,desc,-7.694212147887324,5.024641944610602,-7.528719190140845,4.95545547275094,142
qwen3-4b,de,de,ja,en,freq,freq,-7.694212147887324,5.024641944610602,-7.558978873239437,4.946889845756496,142
qwen3-4b,de,de,ja,en,freq,val,-7.694212147887324,5.024641944610602,-1.979093309859155,3.3110041154177203,142
qwen3-4b,de,de,ja,en,val,desc,-7.694212147887324,5.024641944610602,-7.675334231954225,5.0292943623137285,142
