model,prompt_lang,adj_lang,measure_lang,series,mean_value,source_csv
gemma-2-2b,ko,en,de,iso_desc__proj_desc,0.0009375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,de,iso_desc__proj_val,0.07,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,de,iso_desc__proj_freq,0.075,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,de,iso_val__proj_desc,0.33125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,de,iso_val__proj_val,-0.006875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,de,iso_val__proj_freq,-0.1540625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,de,iso_freq__proj_desc,0.161875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,de,iso_freq__proj_val,0.0175,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,de,iso_freq__proj_freq,0.0015625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,original,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,amp_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,amp_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,amp_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,iso_desc__proj_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,iso_desc__proj_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,iso_desc__proj_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,iso_val__proj_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,iso_val__proj_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,iso_val__proj_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,iso_freq__proj_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,iso_freq__proj_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,en,iso_freq__proj_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,original,-4.54796875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,amp_desc,0.07359375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,amp_val,-0.078046875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,amp_freq,0.02703125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,iso_desc__proj_desc,0.0021875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,iso_desc__proj_val,0.03734375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,iso_desc__proj_freq,0.04984375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,iso_val__proj_desc,-0.077265625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,iso_val__proj_val,-0.006875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,iso_val__proj_freq,-0.44890625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,iso_freq__proj_desc,0.02734375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,iso_freq__proj_val,-0.11359375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,es,iso_freq__proj_freq,-0.00453125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,original,-4.6875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,amp_desc,0.023125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,amp_val,-0.37484375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,amp_freq,0.06125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,iso_desc__proj_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,iso_desc__proj_val,-0.020625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,iso_desc__proj_freq,-0.0078125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,iso_val__proj_desc,-0.35125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,iso_val__proj_val,-0.0084375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,iso_val__proj_freq,-0.46625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,iso_freq__proj_desc,0.05375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,iso_freq__proj_val,-0.0109375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,fr,iso_freq__proj_freq,-0.0028125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,original,-3.0846875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,amp_desc,-0.4684375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,amp_val,1.360625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,amp_freq,-0.140625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,iso_desc__proj_desc,0.01125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,iso_desc__proj_val,-0.32625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,iso_desc__proj_freq,-0.3325,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,iso_val__proj_desc,1.26625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,iso_val__proj_val,-0.0021875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,iso_val__proj_freq,0.37953125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,iso_freq__proj_desc,-0.1453125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,iso_freq__proj_val,0.068125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ja,iso_freq__proj_freq,0.00375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,original,3.3734375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,amp_desc,-0.444375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,amp_val,0.9859375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,amp_freq,-0.565625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,iso_desc__proj_desc,0.0096875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,iso_desc__proj_val,-0.14875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,iso_desc__proj_freq,-0.150625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,iso_val__proj_desc,1.0215625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,iso_val__proj_val,0.0009375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,iso_val__proj_freq,-0.3153125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,iso_freq__proj_desc,-0.5015625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,iso_freq__proj_val,-0.3215625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,ko,iso_freq__proj_freq,0.0059375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,original,-2.2021875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,amp_desc,-0.41,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,amp_val,1.129140625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,amp_freq,-0.193125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,iso_desc__proj_desc,0.0025,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,iso_desc__proj_val,-0.2725,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,iso_desc__proj_freq,-0.291875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,iso_val__proj_desc,1.052265625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,iso_val__proj_val,-0.0009375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,iso_val__proj_freq,-0.1559375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,iso_freq__proj_desc,-0.1740625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,iso_freq__proj_val,-0.1196875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,en,zh,iso_freq__proj_freq,0.0034375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_en.csv
gemma-2-2b,ko,es,de,original,-1.1025,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,amp_desc,-2.9459375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,amp_val,-3.6875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,amp_freq,-4.4378125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,iso_desc__proj_desc,-0.0025,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,iso_desc__proj_val,-0.2628125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,iso_desc__proj_freq,0.000625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,iso_val__proj_desc,-1.2871875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,iso_val__proj_val,0.005,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,iso_val__proj_freq,0.06328125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,iso_freq__proj_desc,-2.2215625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,iso_freq__proj_val,-1.16890625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,de,iso_freq__proj_freq,-0.0034375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,original,4.54796875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,amp_desc,-3.4178125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,amp_val,-4.43765625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,amp_freq,-5.04140625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,iso_desc__proj_desc,0.00078125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,iso_desc__proj_val,-0.5828125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,iso_desc__proj_freq,0.0021875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,iso_val__proj_desc,-1.67359375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,iso_val__proj_val,0.00296875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,iso_val__proj_freq,-0.1790625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,iso_freq__proj_desc,-2.85203125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,iso_freq__proj_val,-2.08515625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,en,iso_freq__proj_freq,0.00734375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,original,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,amp_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,amp_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,amp_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,iso_desc__proj_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,iso_desc__proj_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,iso_desc__proj_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,iso_val__proj_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,iso_val__proj_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,iso_val__proj_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,iso_freq__proj_desc,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,iso_freq__proj_val,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,es,iso_freq__proj_freq,0.0,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,fr,original,-0.140625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,fr,amp_desc,-2.296875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,fr,amp_val,-2.805,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,fr,amp_freq,-2.1853125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,fr,iso_desc__proj_desc,-0.00734375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,fr,iso_desc__proj_val,-0.13375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,fr,iso_desc__proj_freq,-0.00609375,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,fr,iso_val__proj_desc,-0.856875,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,fr,iso_val__proj_val,-0.005625,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,fr,iso_val__proj_freq,-0.04578125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
gemma-2-2b,ko,es,fr,iso_freq__proj_desc,-0.57828125,/n/fs/vision-mix/rm4411/Latent-Mechanism-Multilingual/data/projected_amplification_isolation/gemma-2-2b/prompt_ko__adj_es.csv
